url,original_tag,normalized_tag,semantic_role,element_type,is_interactive,is_visible,has_text,inner_text,selector,attributes
https://demoqa.com/elements,nav,nav,navigation,navigation,False,False,False,,div#app > div > div > div > div > nav,{'class': 'navbar navbar-dark bg-dark left-menu-nav-bar'}
https://demoqa.com/elements,header,header,navigation,navigation,False,True,False,,div#app > header,{}
https://demoqa.com/elements,footer,footer,navigation,navigation,False,True,True,© 2013-2020 TOOLSQA.COM | ALL RIGHTS RESERVED.,div#app > footer,{}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#fixedban > div,{'style': 'text-align:center;display:block;max-width:970px;height:auto;overflow:hidden;margin:auto'}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#fixedban > div > div,{}
https://demoqa.com/elements,a,a,navigation,interactive,True,True,False,,a#close-fixedban,"{'id': 'close-fixedban', 'onclick': 'document.getElementById(""fixedban&apos"").style.display=""none&apos""', 'style': 'cursor:pointer'}"
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#adplus-anchor,"{'id': 'adplus-anchor', 'data-google-query-id': 'CLn74saM2YoDFUuvJwId_1QAWw'}"
https://demoqa.com/elements,div,div,container,container,False,True,False,,"div#google_ads_iframe_/21849154601,22343295815/Ad.Plus-Anchor_0__container__","{'id': 'google_ads_iframe_/21849154601,22343295815/Ad.Plus-Anchor_0__container__', 'style': 'border: 0pt none;'}"
https://demoqa.com/elements,iframe,iframe,unknown,container,False,True,False,,"iframe#google_ads_iframe_/21849154601,22343295815/Ad.Plus-Anchor_0","{'id': 'google_ads_iframe_/21849154601,22343295815/Ad.Plus-Anchor_0', 'name': 'google_ads_iframe_/21849154601,22343295815/Ad.Plus-Anchor_0', 'title': '3rd party ad content', 'width': '970', 'height': '100', 'scrolling': 'no', 'marginwidth': '0', 'marginheight': '0', 'frameborder': '0', 'aria-label': 'Advertisement', 'tabindex': '0', 'allow': 'private-state-token-redemption;attribution-reporting', 'data-load-complete': 'true', 'style': 'border: 0px; vertical-align: bottom;', 'data-google-container-id': '1'}"
https://demoqa.com/elements,header,header,navigation,navigation,False,True,False,,div#app > header,{}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties
Forms
 
Alerts, Frame & Windows
 
Widgets
 
Interactions
 
Book Store Application
 
Please select an item from left to start practice.",div#app > div,{'class': 'body-height'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties
Forms
 
Alerts, Frame & Windows
 
Widgets
 
Interactions
 
Book Store Application
 
Please select an item from left to start practice.",div#app > div > div,{'class': 'container playgound-body'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties
Forms
 
Alerts, Frame & Windows
 
Widgets
 
Interactions
 
Book Store Application
 
Please select an item from left to start practice.",div#app > div > div > div,{'class': 'row'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties
Forms
 
Alerts, Frame & Windows
 
Widgets
 
Interactions
 
Book Store Application",div#app > div > div > div > div,{'class': 'col-12 mt-4  col-md-3'}
https://demoqa.com/elements,nav,nav,navigation,navigation,False,False,False,,div#app > div > div > div > div > nav,{'class': 'navbar navbar-dark bg-dark left-menu-nav-bar'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties
Forms
 
Alerts, Frame & Windows
 
Widgets
 
Interactions
 
Book Store Application",div#app > div > div > div > div > div,{'class': 'left-pannel'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties
Forms
 
Alerts, Frame & Windows
 
Widgets
 
Interactions
 
Book Store Application",div#app > div > div > div > div > div > div,{'class': 'accordion'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Elements
 
Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties",div#app > div > div > div > div > div > div > div,{'class': 'element-group'}
https://demoqa.com/elements,span,span,container,container,False,True,True,Elements,div#app > div > div > div > div > div > div > div > span,{'class': 'group-header'}
https://demoqa.com/elements,div,div,container,container,False,True,True,Elements,div#app > div > div > div > div > div > div > div > span > div > div,{'class': 'header-text'}
https://demoqa.com/elements,span,span,container,container,False,True,False,,div#app > div > div > div > div > div > div > div > span > div > div > span,{'class': 'pr-1'}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#app > div > div > div > div > div > div > div > span > div > div:nth-of-type(2),{'class': 'header-right'}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#app > div > div > div > div > div > div > div > span > div > div:nth-of-type(2) > div,{'class': 'separator'}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#app > div > div > div > div > div > div > div > span > div > div:nth-of-type(2) > div:nth-of-type(2),{'class': 'icon'}
https://demoqa.com/elements,div,div,container,container,False,True,True,"Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties",div#app > div > div > div > div > div > div > div > div,{'class': 'element-list collapse show'}
https://demoqa.com/elements,ul,ul,unknown,container,False,True,True,"Text Box
Check Box
Radio Button
Web Tables
Buttons
Links
Broken Links - Images
Upload and Download
Dynamic Properties",div#app > div > div > div > div > div > div > div > div > ul,{'class': 'menu-list'}
https://demoqa.com/elements,div,div,container,container,False,True,True,Forms,div#app > div > div > div > div > div > div > div:nth-of-type(2),{'class': 'element-group'}
https://demoqa.com/elements,span,span,container,container,False,True,True,Forms,div#app > div > div > div > div > div > div > div:nth-of-type(2) > span,{'class': 'group-header'}
https://demoqa.com/elements,div,div,container,container,False,True,True,Forms,div#app > div > div > div > div > div > div > div:nth-of-type(2) > span > div > div,{'class': 'header-text'}
https://demoqa.com/elements,span,span,container,container,False,True,False,,div#app > div > div > div > div > div > div > div:nth-of-type(2) > span > div > div > span,{'class': 'pr-1'}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#app > div > div > div > div > div > div > div:nth-of-type(2) > span > div > div:nth-of-type(2),{'class': 'header-right'}
https://demoqa.com/elements,div,div,container,container,False,True,False,,div#app > div > div > div > div > div > div > div:nth-of-type(2) > span > div > div:nth-of-type(2) > div,{'class': 'separator'}
